siteId,site,field,distanceWeight,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11
Fallon03,Fallon,03,const,8786579.345427204,4714342.685336983,4531394.872428909,1141105.9530377442,4619625.011843258,24295274.15104583,10374009.704928668,18980116.518181663,16749477.967356605,8216965.991898119,12850478.668884631,1184157.1462451725
Fallon03,Fallon,03,sig1,13.51220818331755,7.201790171234811,12.274928394670193,0.3477618581208304,0.02508337800732143,225.92919696379266,883.2077184225702,62.218357061016846,428.2039549492865,15.24736757878884,8.8953057773526,19.30458749801461
Fallon03,Fallon,03,sig2,70.83850769600062,239.34725830613618,203.05438389060097,22.066965767750023,3.618450059775415,1319.4726226388611,2961.5309948559016,899.0664055068462,2237.875603560562,127.08270060332654,385.3017964044803,107.72444513869969
Fallon03,Fallon,03,sig3,2926.0888018969104,1295.661116257319,1491.7546222703209,111.52651980554481,489.4613126352884,6343.313045299332,5885.458627334461,5778.385969875214,7135.530894095363,1950.882531426472,3672.087213913984,530.2598827295648
Fallon03,Fallon,03,sig4,8179.518157529256,2951.284559874465,3663.23525017076,723.186149640166,3226.886285404944,18078.17756852405,8399.010835767978,14132.439112238306,13712.080121679186,7597.479296015173,8446.658657016795,1095.0290887588496
Fallon03,Fallon,03,sig5,14160.26124768557,8066.837996624115,7571.369451643795,2168.394291623837,8568.989902990996,41389.8377557415,15806.212545234686,32051.896518006353,26434.389130148622,14376.992890796537,19629.588812468948,1853.9837052898808
Yerington01,Yerington,01,no,25461.650980392154,3475.5450980392156,11586.74901960784,26479.43529411766,729.1882352941178,75868.98039215687,80125.30980392161,27771.450980392154,23134.87058823528,3660.6274509803925,69493.16470588237,99.72549019607841
Yerington01,Yerington,01,const,6749800.790627917,1246885.4337670938,2247554.2101175957,9219288.726585723,165561.60182714305,27259928.543936424,34802046.72089934,9821478.153695157,8482065.34352895,1305009.086270861,14508969.631925521,2131.0673191643123
Yerington01,Yerington,01,sig1,1.0854775130898261e-7,6.641584034931062e-7,0.12675670074092157,65.43061701548918,0.006918636546020156,145.21780782240995,1363.5032291822715,0.3367937697022188,92.82956941794592,0.0014112119385957698,0.0027183439029246875,2.1541103276004794e-26
Yerington01,Yerington,01,sig2,0.029458564988909915,0.0646110595901129,17.21664131303558,481.0356307115575,1.50070728657682,1470.1809555966213,5621.81523599615,65.23058726168226,863.9374017995638,0.831940291937632,8.682186737787147,4.4608071587585546e-13
Yerington01,Yerington,01,sig3,100.79742342331278,82.42450946521315,325.9790324036079,2573.3279576088935,19.644129090404252,8847.347985299655,19190.475692189433,1362.400353359407,3748.545981923459,147.88439545403276,1006.9906580234211,7.344621165541567e-6
Yerington01,Yerington,01,sig4,2672.2324513626677,852.4316818182303,1048.1042012912922,8711.681723294141,64.21007433207969,21465.457620835197,33806.47243336954,7159.422025512634,8006.945228670444,1027.66194503884,4900.227936803725,0.007130802286359943
Yerington01,Yerington,01,sig5,12528.893111896079,2343.1198738287067,3480.070259600276,15435.016830705486,277.0804833719817,45981.48081194075,52938.98153968049,18020.709625193587,13203.654490228286,2402.4910009989694,24420.163955327727,2.4897479705238097
